"CommentID","CommentDate","CommentTime"
354,2020-03-31,04:21 AM
355,2017-04-18,03:10 AM
356,2017-04-19,03:17 AM
357,2017-04-19,04:02 PM
358,2017-04-29,03:35 AM
359,2017-08-19,09:59 PM
360,2017-04-19,12:43 AM
361,2017-04-19,08:21 PM
362,2017-04-20,01:42 AM
363,2017-04-20,01:53 PM
364,2017-04-20,06:10 PM
365,2018-06-27,05:38 PM
366,2017-04-20,07:13 PM
367,2018-07-31,02:38 AM
368,2017-06-21,04:12 AM
369,2017-04-21,03:58 AM
370,2017-04-21,02:06 PM
371,2017-04-21,08:48 PM
372,2017-04-21,08:51 PM
373,2017-04-23,11:09 PM
374,2017-05-29,03:32 PM
375,2017-04-21,03:49 AM
376,2017-08-14,05:33 AM
377,2018-03-19,01:42 PM
378,2017-04-21,10:08 PM
379,2018-05-20,01:23 AM
380,2018-08-12,11:13 PM
381,2018-07-05,02:53 AM
382,2019-03-13,10:38 PM
383,2019-11-22,07:00 PM
384,2019-11-22,07:03 PM
385,2019-11-22,07:06 PM
386,2019-11-22,07:11 PM
387,2018-05-04,11:27 AM
388,2020-11-11,10:13 PM
389,2017-04-24,11:38 PM
390,2017-04-25,04:16 AM
391,2018-06-04,08:03 PM
392,2017-04-25,12:52 AM
393,2017-04-25,04:08 AM
394,2018-03-19,02:49 AM
395,2017-07-16,12:19 AM
396,2017-06-24,07:28 PM
397,2021-06-03,08:37 AM
398,2017-07-20,08:02 AM
399,2018-03-19,01:49 PM
400,2017-04-27,03:31 AM
401,2017-04-27,05:36 PM
402,2017-04-28,04:05 AM
403,2017-04-29,02:44 AM
404,2020-02-20,03:39 AM
405,2017-05-22,02:50 AM
406,2021-07-17,10:46 AM
407,2017-05-01,02:33 PM
408,2017-05-14,05:48 AM
409,2017-05-14,05:48 AM
410,2018-03-26,04:28 PM
411,2017-05-14,06:08 AM
412,2017-05-02,05:20 PM
413,2018-09-21,07:17 PM
414,2017-05-14,06:10 AM
415,2017-05-03,04:30 PM
416,2017-05-03,06:06 PM
417,2017-05-04,03:53 AM
418,2017-05-06,03:43 AM
419,2018-06-07,06:10 AM
420,2017-05-07,02:14 AM
421,2017-07-20,03:23 AM
422,2017-05-08,01:19 AM
423,2017-05-08,02:21 PM
424,2017-05-08,04:28 PM
425,2017-05-09,04:10 AM
426,2017-05-09,09:59 PM
427,2017-05-14,05:19 AM
428,2017-05-14,05:19 AM
429,2017-05-14,06:11 AM
430,2017-05-09,10:02 PM
431,2017-05-14,05:22 AM
432,2018-04-05,11:10 PM
433,2017-05-11,05:34 PM
434,2017-05-15,05:43 AM
435,2017-05-12,07:00 PM
436,2018-04-18,01:51 PM
437,2017-05-15,05:45 AM
438,2019-12-10,03:31 AM
439,2019-12-10,04:08 AM
440,2018-04-18,01:53 PM
441,2017-05-12,08:49 PM
442,2017-05-13,03:39 AM
443,2017-05-13,04:24 AM
444,2019-07-07,03:38 AM
445,2019-08-27,11:47 PM
446,2021-06-24,02:01 AM
447,2022-08-15,03:00 AM
448,2017-05-14,12:38 AM
449,2018-05-16,06:51 PM
450,2017-05-16,04:52 AM
451,2017-08-28,07:18 AM
452,2017-08-20,08:56 PM
453,2017-05-28,05:00 AM
454,2017-05-21,09:16 PM
455,2017-08-01,05:57 AM
456,2017-08-16,02:52 PM
457,2021-06-17,03:50 AM
458,2017-08-16,02:57 PM
459,2017-05-17,04:12 PM
460,2017-06-11,10:09 PM
461,2017-05-17,03:35 PM
462,2021-11-27,08:09 AM
463,2017-05-17,07:56 PM
464,2021-03-11,02:19 AM
465,2017-06-06,06:31 PM
466,2019-11-22,08:03 PM
467,2017-05-18,06:42 AM
468,2017-05-18,02:35 PM
469,2017-05-27,05:38 PM
470,2017-07-23,01:25 PM
471,2017-05-19,02:49 PM
472,2017-07-07,06:26 AM
473,2018-02-21,02:44 PM
474,2019-08-18,02:06 PM
475,2019-08-18,03:46 PM
476,2018-08-26,01:45 AM
477,2017-05-19,08:02 PM
478,2018-04-04,01:57 AM
479,2017-05-19,08:53 PM
480,2018-01-01,08:40 AM
481,2018-01-01,11:25 AM
482,2017-05-20,04:04 AM
483,2021-01-18,09:40 PM
484,2017-05-20,05:52 PM
485,2022-07-08,02:33 PM
486,2017-05-20,07:38 PM
487,2022-07-28,12:33 AM
488,2017-07-15,04:24 PM
489,2017-05-23,02:39 PM
490,2018-03-15,05:06 PM
491,2018-03-25,04:31 AM
492,2017-05-23,09:34 PM
493,2017-05-21,09:06 PM
494,2017-05-21,09:32 PM
495,2018-08-08,04:02 AM
496,2017-05-21,10:03 PM
497,2017-05-22,01:01 AM
498,2017-07-10,12:17 AM
499,2017-06-04,05:02 AM
500,2018-04-26,07:03 AM
501,2018-08-08,06:38 PM
502,2021-10-03,04:23 AM
503,2017-05-24,04:28 AM
504,2017-05-28,01:17 AM
505,2017-07-21,05:53 AM
506,2017-05-23,03:13 AM
507,2022-09-22,01:48 AM
508,2017-05-23,02:24 PM
509,2017-06-18,03:39 AM
510,2017-06-25,01:51 AM
511,2017-07-06,02:15 AM
512,2017-07-07,05:21 AM
513,2017-05-24,03:15 AM
514,2017-05-24,03:16 AM
515,2017-05-24,03:19 AM
516,2017-06-18,03:42 AM
517,2017-05-24,04:59 PM
518,2017-05-25,01:10 AM
519,2017-05-25,05:58 AM
520,2017-05-25,06:03 AM
521,2018-08-09,02:58 AM
522,2022-08-12,02:56 PM
523,2017-05-25,04:27 AM
524,2019-11-14,01:08 PM
525,2018-03-22,08:33 PM
526,2017-05-25,03:47 PM
527,2017-07-19,02:31 AM
528,2017-05-25,06:38 PM
529,2017-06-07,09:18 PM
530,2017-05-26,05:20 AM
531,2019-01-11,05:40 AM
532,2017-05-26,02:27 PM
533,2017-05-28,01:04 AM
534,2017-06-18,09:13 PM
535,2018-08-18,03:34 AM
536,2017-05-26,07:36 PM
537,2018-05-17,02:23 PM
538,2017-07-06,02:12 AM
539,2017-05-27,06:54 PM
540,2017-05-28,12:59 AM
541,2017-05-28,03:04 PM
542,2018-03-22,05:45 PM
543,2018-07-08,01:37 PM
544,2018-03-22,08:48 PM
545,2018-12-15,10:14 PM
546,2021-07-12,02:19 AM
547,2017-06-07,04:13 AM
548,2017-06-22,06:13 AM
549,2017-05-29,01:24 AM
550,2017-05-30,01:54 AM
551,2017-05-29,03:07 PM
552,2017-08-01,05:51 AM
553,2017-10-13,10:46 PM
554,2017-11-04,07:43 PM
555,2017-05-29,04:45 PM
556,2017-06-02,06:38 PM
557,2018-03-22,08:52 PM
558,2020-03-14,04:31 PM
559,2020-03-14,04:33 PM
560,2017-05-30,04:12 PM
561,2017-08-14,09:05 PM
562,2018-04-03,03:40 AM
563,2018-04-03,03:30 AM
564,2017-06-03,03:11 PM
565,2018-06-03,06:54 PM
566,2018-08-18,03:51 AM
567,2017-07-06,02:14 AM
568,2017-05-31,01:58 AM
569,2019-11-22,04:16 PM
570,2019-11-22,05:48 PM
571,2017-05-31,04:52 PM
572,2017-06-25,06:09 AM
573,2017-06-25,06:09 AM
574,2017-07-09,06:30 AM
575,2017-06-01,01:01 AM
576,2020-06-19,01:25 AM
577,2017-06-25,01:55 AM
578,2018-08-18,03:55 AM
579,2017-06-20,02:21 PM
580,2017-06-01,10:20 PM
581,2017-06-08,11:54 PM
582,2017-08-13,11:20 PM
583,2017-06-01,10:23 PM
584,2018-04-02,02:10 PM
585,2020-06-19,01:28 AM
586,2017-06-08,11:57 PM
587,2017-07-16,12:20 AM
588,2017-12-09,06:38 PM
589,2018-12-27,04:59 PM
590,2018-03-11,05:10 AM
591,2019-06-26,09:25 PM
592,2020-03-23,11:28 PM
593,2017-06-09,12:01 AM
594,2019-08-12,02:41 AM
595,2018-07-31,02:35 AM
596,2017-06-03,01:16 AM
597,2017-06-09,03:21 AM
598,2017-06-03,04:06 PM
599,2017-06-27,02:25 PM
600,2017-06-03,04:09 PM
601,2017-06-24,04:38 PM
602,2017-10-08,09:33 PM
603,2018-08-14,02:34 AM
604,2021-05-31,11:39 PM
605,2017-06-04,01:51 AM
606,2017-08-01,05:56 AM
607,2018-06-03,06:34 PM
608,2017-06-04,04:30 PM
609,2018-11-27,08:32 PM
610,2017-06-05,05:46 PM
611,2017-06-19,03:35 AM
612,2022-09-03,09:29 AM
613,2017-06-05,09:25 PM
614,2017-06-05,09:54 PM
615,2017-06-06,02:50 PM
616,2018-01-04,08:55 PM
617,2017-06-06,06:33 PM
618,2017-06-07,01:09 AM
619,2018-07-25,01:36 AM
620,2020-10-08,07:10 PM
621,2017-06-07,06:41 PM
622,2017-08-04,08:46 PM
623,2017-06-08,03:39 PM
624,2017-06-09,12:45 AM
625,2017-06-22,10:51 PM
626,2021-02-08,09:57 AM
627,2017-07-23,09:25 PM
628,2017-06-11,12:28 AM
629,2018-06-07,12:27 AM
630,2017-06-12,07:20 PM
631,2017-07-09,06:27 AM
632,2017-06-17,04:11 AM
633,2017-06-24,12:15 AM
634,2017-06-23,10:36 PM
635,2017-12-10,07:01 PM
636,2018-10-03,10:41 AM
637,2017-06-25,03:57 PM
638,2017-06-25,03:59 PM
639,2017-06-25,04:03 PM
640,2017-06-27,02:07 AM
641,2020-04-06,12:56 PM
642,2017-06-26,02:52 AM
643,2017-06-26,03:49 AM
644,2017-06-28,03:28 PM
645,2018-03-22,07:20 PM
646,2019-11-22,08:35 PM
647,2017-06-28,01:30 PM
648,2018-07-25,01:31 AM
649,2018-07-25,01:32 AM
650,2018-07-25,02:37 AM
651,2020-02-28,02:39 PM
652,2017-07-10,12:26 AM
653,2017-07-10,05:27 AM
654,2017-07-16,10:08 PM
655,2018-08-24,06:01 AM
656,2017-08-08,08:15 PM
657,2017-08-28,04:12 AM
658,2017-09-11,06:48 PM
659,2022-08-12,02:55 PM
660,2017-09-11,11:30 PM
661,2017-09-17,08:01 AM
662,2017-09-12,04:55 PM
663,2017-09-17,08:02 AM
664,2017-10-09,06:26 AM
665,2017-09-13,05:59 PM
666,2017-09-17,08:02 AM
667,2017-09-17,08:03 AM
668,2017-11-11,04:42 AM
669,2017-09-17,08:46 AM
670,2017-11-11,04:03 AM
671,2017-11-11,04:04 AM
672,2017-09-20,02:00 PM
673,2017-10-08,04:11 PM
674,2019-11-22,07:26 PM
675,2017-11-14,02:33 PM
676,2017-09-25,06:43 AM
677,2017-09-25,06:17 PM
678,2017-10-08,04:12 PM
679,2017-09-20,05:39 PM
680,2017-11-14,11:22 AM
681,2017-11-14,02:34 PM
682,2017-10-08,04:13 PM
683,2017-10-08,04:14 PM
684,2017-10-08,04:15 PM
685,2017-10-20,11:18 AM
686,2017-12-31,08:35 PM
687,2022-03-12,07:52 AM
688,2020-03-07,07:49 PM
689,2017-10-04,01:27 PM
690,2017-10-08,04:17 PM
691,2017-10-08,04:20 PM
692,2019-11-22,11:03 PM
693,2017-09-27,05:39 PM
694,2018-02-07,09:44 PM
695,2021-03-25,09:26 PM
696,2017-09-27,11:54 PM
697,2017-10-08,04:21 PM
698,2017-10-08,04:22 PM
699,2017-10-08,04:22 PM
700,2017-10-08,04:23 PM
701,2017-10-08,04:23 PM
702,2017-11-08,06:37 AM
703,2017-10-08,04:25 PM
704,2017-10-04,07:25 PM
705,2017-11-09,06:10 AM
706,2017-12-31,10:43 PM
707,2018-11-27,12:32 PM
708,2017-10-08,04:26 PM
709,2019-12-15,03:09 AM
710,2017-11-10,03:06 AM
711,2017-11-18,04:14 PM
712,2017-10-08,04:27 PM
713,2018-05-05,06:42 AM
714,2017-11-18,04:16 PM
715,2017-12-10,08:08 AM
716,2017-11-21,03:14 AM
717,2017-10-10,02:15 AM
718,2022-09-05,01:26 PM
719,2017-10-11,02:55 PM
720,2017-10-11,03:04 AM
721,2017-10-11,07:03 AM
722,2017-10-11,08:32 AM
723,2017-10-13,01:33 AM
724,2017-11-22,06:45 PM
725,2018-10-27,11:01 PM
726,2017-10-12,05:32 AM
727,2017-10-13,12:14 AM
728,2019-12-15,03:12 AM
729,2017-10-19,11:05 PM
730,2017-11-05,01:41 AM
731,2018-01-31,08:45 PM
732,2018-01-31,08:47 PM
733,2019-12-15,03:21 AM
734,2017-11-23,05:16 AM
735,2018-01-23,07:36 AM
736,2017-10-16,05:55 PM
737,2017-11-23,05:22 AM
738,2017-10-17,05:20 AM
739,2017-10-18,05:16 AM
740,2017-10-18,05:46 PM
741,2018-09-27,11:39 AM
742,2017-12-21,02:21 PM
743,2017-12-21,02:49 PM
744,2018-09-27,11:41 AM
745,2017-10-19,05:51 AM
746,2017-11-28,03:38 PM
747,2021-06-19,04:22 PM
748,2017-10-20,05:10 AM
749,2017-11-28,03:40 PM
750,2017-10-24,03:57 AM
751,2017-10-25,03:46 AM
752,2018-08-13,11:55 PM
753,2019-11-22,04:07 PM
754,2017-10-26,04:58 AM
755,2017-10-27,05:31 AM
756,2017-10-28,05:42 AM
757,2017-10-28,05:42 AM
758,2017-11-29,02:35 AM
759,2018-05-04,04:54 PM
760,2018-12-15,08:26 AM
761,2019-11-22,10:29 PM
762,2018-02-08,04:06 AM
763,2017-10-28,05:42 AM
764,2019-10-23,07:15 AM
765,2018-07-10,02:58 AM
766,2017-10-31,03:47 AM
767,2018-02-13,03:24 AM
768,2018-02-08,04:23 AM
769,2017-11-01,04:34 AM
770,2017-11-01,07:33 PM
771,2018-02-13,03:29 AM
772,2017-12-29,03:31 PM
773,2018-01-14,05:17 AM
774,2017-12-21,02:39 AM
775,2018-02-08,04:48 AM
776,2017-11-02,06:03 PM
777,2019-12-15,01:05 AM
778,2019-12-15,01:07 AM
779,2018-06-13,09:32 PM
780,2017-11-03,04:47 AM
781,2017-12-23,09:59 PM
782,2017-11-04,04:07 AM
783,2017-11-07,04:46 AM
784,2017-11-08,12:49 AM
785,2017-11-08,05:27 AM
786,2017-11-09,05:03 AM
787,2017-11-09,05:11 AM
788,2017-11-09,06:03 AM
789,2017-11-09,06:04 AM
790,2017-11-10,04:57 AM
791,2017-11-11,04:36 AM
792,2017-11-14,03:56 AM
793,2017-11-14,03:57 AM
794,2017-11-14,03:58 AM
795,2017-11-15,04:58 AM
796,2017-11-16,05:31 AM
797,2018-02-14,04:30 AM
798,2017-11-17,05:50 AM
799,2018-02-13,03:59 AM
800,2017-11-18,04:00 AM
801,2017-11-21,04:55 AM
802,2017-11-22,04:23 AM
803,2017-11-23,04:48 AM
804,2018-01-23,04:32 AM
805,2018-01-23,04:34 AM
806,2018-01-23,05:23 AM
807,2018-01-24,05:35 AM
808,2018-01-25,05:51 AM
809,2018-02-13,05:49 AM
810,2018-01-26,04:29 AM
811,2018-02-13,04:08 AM
812,2018-01-30,05:32 AM
813,2018-01-31,05:39 AM
814,2019-03-14,04:14 PM
815,2018-02-01,05:38 AM
816,2018-05-01,05:54 AM
817,2018-02-02,05:30 AM
818,2018-02-03,04:01 AM
819,2018-02-06,04:45 AM
820,2018-04-06,12:51 PM
821,2018-02-07,04:07 AM
822,2018-02-08,04:13 PM
823,2018-02-09,04:41 AM
824,2018-08-29,08:26 PM
825,2018-02-10,06:34 AM
826,2018-02-13,01:53 AM
827,2018-02-13,05:19 AM
828,2018-02-13,06:03 PM
829,2018-02-14,05:16 AM
830,2018-02-15,02:20 AM
831,2018-02-15,04:21 AM
832,2018-02-16,05:52 AM
833,2019-01-30,06:14 PM
834,2019-01-30,06:20 PM
835,2018-02-17,05:39 AM
836,2018-05-12,01:40 AM
837,2018-02-20,04:27 AM
838,2018-03-07,12:25 PM
839,2019-11-13,03:30 PM
840,2018-02-21,05:17 AM
841,2018-04-10,01:46 AM
842,2018-02-22,03:49 AM
843,2018-02-23,06:14 AM
844,2018-02-22,04:33 PM
845,2018-02-23,06:16 AM
846,2018-02-23,06:15 AM
847,2018-02-23,04:44 AM
848,2018-02-23,06:17 AM
849,2019-11-22,11:23 PM
850,2018-02-23,06:18 AM
851,2022-06-29,01:13 AM
852,2018-02-24,06:19 PM
853,2021-10-11,12:51 AM
854,2019-11-13,01:42 PM
855,2018-02-27,06:08 AM
856,2018-02-28,04:52 AM
857,2018-03-01,02:21 AM
858,2018-03-01,05:23 AM
859,2018-03-01,07:01 AM
860,2018-03-22,05:23 PM
861,2018-03-22,05:35 PM
862,2018-04-17,04:09 AM
863,2019-12-07,09:37 PM
864,2019-12-07,09:37 PM
865,2018-04-18,03:26 AM
866,2018-04-20,03:42 AM
867,2019-11-26,03:10 AM
868,2019-11-26,03:12 AM
869,2018-04-20,03:49 AM
870,2018-04-23,05:17 AM
871,2018-04-24,04:30 AM
872,2022-06-26,09:05 PM
